Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
2012-01-01 14:25:00,DUB,IST,TK1978,Turkish Airlines,1831,04:15,,,Y,B,Airbus A319,,,"",599,1701,4951
2011-12-27 10:45:00,IST,DUB,TK1977,Turkish Airlines,1831,04:40,,,Y,L,Airbus A319,,,"",1701,599,4951
2011-12-26 23:35:00,SIN,IST,TK67,Turkish Airlines,5383,12:10,,,Y,L,Airbus A330,,,"",3316,1701,4951
2011-11-20 17:00:00,MEL,SIN,QF9,Qantas,3746,07:40,,,Y,B,Airbus A380-800,,,"",3339,3316,4089
2011-11-17 06:45:00,SYD,MEL,QF403,Qantas,438,01:35,,,Y,B,Boeing 737-400,,,"",3361,3339,4089
2011-11-11 19:45:00,SIN,SYD,QF6,Qantas,3908,07:40,,,Y,B,Boeing 747-400,,,"",3316,3361,4089
2011-09-18 14:55:00,BKK,SIN,TR2107,Tiger Airways,879,02:25,,,Y,L,AIRBUS A320-100/200,,,"",3885,3316,4936
2011-09-16 18:00:00,SIN,BKK,TR2108,Tiger Airways,879,02:25,,,Y,L,AIRBUS A320-100/200,,,"",3316,3885,4936
2011-08-21 16:20:00,HKG,SIN,CX711,Cathay Pacific,1593,03:40,,,Y,B,Boeing 777-300,,,"",3077,3316,1680
2011-08-17 12:45:00,SIN,HKG,CX690,Cathay Pacific,1593,03:55,,,Y,B,Airbus A330,,,"",3316,3077,1680
2011-08-14 20:05:00,HKG,SIN,UA895,United Airlines,1593,03:35,,,Y,B,Boeing 747-400,,,"",3077,3316,5209
2011-08-13 12:50:00,ORD,HKG,UA895,United Airlines,7776,15:20,,,Y,B,Boeing 747-400,,,"",3830,3077,5209
2011-08-13 10:14:00,CVG,ORD,UA3431,United Airlines,264,01:17,,,Y,B,Embraer RJ145 Amazon,,,"",3488,3830,5209
2011-08-07 19:12:00,ORD,CVG,UA398,United Airlines,264,01:10,,,Y,B,Airbus A318/319/320/321,,,"",3830,3488,5209
